MARK,MODEL,CAR_YEAR,ENGINE_POWER,AUTOMATIC,VEHICLE_ID,ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,AIR_INTAKE_TEMP,SPEED,SHORT TERM FUEL TRIM BANK 1,THROTTLE_POS,TIMING_ADVANCE,FAULT,FAULT_COUNT
chevrolet,agile,2011.0,1.4,0.0,car1,77.0,29.4,1005.0,46.0,42.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,36.5,1004.0,51.0,43.0,8.0,-100.0,27.0,54.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,31.0,1069.0,58.0,43.0,4.0,-100.0,25.0,59.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,32.2,1034.0,47.0,44.0,0.0,-100.0,25.0,53.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1013.0,47.0,44.0,0.0,-100.0,24.0,58.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.0,1010.0,47.0,45.0,0.0,-100.0,24.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.0,1004.0,46.0,45.0,0.0,-100.0,24.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.0,1005.0,47.0,46.0,0.0,-100.0,24.0,58.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.0,1015.0,45.0,47.0,0.0,-100.0,24.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.0,1013.0,47.0,47.0,0.0,-100.0,24.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.4,1000.0,46.0,48.0,0.0,-100.0,24.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.4,1012.0,46.0,48.0,0.0,-100.0,24.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.0,1005.0,46.0,49.0,0.0,-100.0,24.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1002.0,45.0,49.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,999.0,46.0,50.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,1000.0,45.0,50.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,31.4,1002.0,45.0,51.0,0.0,-100.0,25.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,1002.0,45.0,51.0,0.0,-100.0,24.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,31.0,989.0,45.0,51.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,1012.0,47.0,52.0,0.0,-100.0,24.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,1004.0,47.0,52.0,0.0,-100.0,24.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1004.0,45.0,52.0,0.0,-100.0,24.0,59.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,1010.0,46.0,53.0,0.0,-100.0,24.0,55.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1003.0,78.0,53.0,9.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,25.5,1139.0,47.0,53.0,4.0,-100.0,25.0,71.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,27.1,1124.0,46.0,53.0,0.0,-100.0,24.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,1001.0,47.0,53.0,0.0,-100.0,24.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,999.0,47.0,53.0,0.0,-100.0,24.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.6,1005.0,47.0,53.0,0.0,-100.0,24.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,29.8,1003.0,46.0,54.0,0.0,-100.0,24.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1007.0,47.0,54.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1006.0,47.0,54.0,0.0,-100.0,24.0,58.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1015.0,48.0,55.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1015.0,45.0,55.0,0.0,-100.0,24.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1010.0,47.0,55.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,998.0,46.0,55.0,0.0,-100.0,24.0,55.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1009.0,47.0,56.0,0.0,-100.0,24.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,995.0,46.0,56.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1007.0,45.0,56.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1012.0,46.0,56.0,0.0,-100.0,24.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1005.0,47.0,56.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.4,995.0,46.0,57.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1007.0,46.0,57.0,0.0,-100.0,24.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,1003.0,45.0,57.0,0.0,-100.0,24.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,30.2,1024.0,65.0,57.0,6.0,-100.0,24.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,34.1,1072.0,41.0,57.0,5.0,-100.0,26.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,35.7,1012.0,46.0,58.0,0.0,-100.0,26.0,48.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,1014.0,47.0,58.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,1014.0,50.0,58.0,0.0,-100.0,24.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,1017.0,46.0,58.0,0.0,-100.0,24.0,55.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1015.0,47.0,59.0,0.0,-100.0,25.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.2,1007.0,47.0,59.0,0.0,-100.0,24.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,994.0,47.0,59.0,0.0,-100.0,24.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.8,1014.0,45.0,59.0,0.0,-100.0,24.0,58.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,57.6,994.0,37.0,59.0,9.0,-100.0,30.0,51.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,25.5,1162.0,49.0,59.0,0.0,-100.0,24.0,67.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,29.4,1016.0,46.0,59.0,0.0,-100.0,24.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,30.6,1004.0,45.0,59.0,0.0,-100.0,24.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,31.8,1011.0,46.0,60.0,0.0,-100.0,25.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,52.5,1064.0,60.0,60.0,5.0,-100.0,30.0,52.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,37.6,1370.0,79.0,61.0,19.0,-100.0,30.0,63.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,26.3,1302.0,63.0,60.0,25.0,-100.0,26.0,68.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,28.6,1109.0,56.0,59.0,19.0,-100.0,26.0,65.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,24.7,1274.0,32.0,58.0,28.0,-100.0,25.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,23.1,1293.0,38.0,57.0,23.0,-100.0,25.0,59.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,27.5,1165.0,40.0,56.0,16.0,-100.0,25.0,58.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,24.7,1171.0,39.0,56.0,8.0,-100.0,24.0,65.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,18.4,1507.0,54.0,55.0,28.0,-100.0,33.0,67.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,21.6,2208.0,26.0,54.0,25.0,-100.0,29.0,77.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,78.0,44.7,2264.0,78.0,54.0,33.0,-100.0,27.0,67.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,79.0,47.5,1950.0,41.0,52.0,40.0,-100.0,32.0,67.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,36.9,1487.0,58.0,51.0,36.0,-100.0,30.0,69.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,32.9,1500.0,53.0,50.0,39.0,-100.0,29.0,70.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,18.4,1347.0,29.0,50.0,42.0,-100.0,23.0,52.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,18.0,1253.0,64.0,50.0,39.0,-100.0,22.0,54.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,40.0,1429.0,54.0,48.0,48.0,-100.0,30.0,66.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,31.8,1630.0,47.0,47.0,51.0,-100.0,29.0,70.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,31.4,1682.0,48.0,47.0,51.0,-100.0,29.0,71.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,17.6,1497.0,30.0,47.0,37.0,-100.0,23.0,55.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,20.0,1081.0,33.0,47.0,8.0,-100.0,22.0,62.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,24.3,970.0,43.0,46.0,15.0,-100.0,23.0,59.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,31.4,1863.0,31.0,46.0,25.0,-100.0,25.0,72.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,18.4,1166.0,32.0,46.0,11.0,-100.0,22.0,59.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,20.0,1077.0,35.0,46.0,9.0,-100.0,22.0,62.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,19.2,1105.0,35.0,46.0,8.0,-100.0,22.0,49.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,83.0,24.3,1046.0,37.0,46.0,4.0,-100.0,23.0,61.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,83.0,20.8,1082.0,57.0,45.0,5.0,-100.0,23.0,47.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,27.1,1412.0,48.0,45.0,21.0,-100.0,26.0,62.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,85.0,16.1,2205.0,54.0,44.0,34.0,-100.0,25.0,66.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,17.3,1835.0,28.0,43.0,40.0,-100.0,24.0,70.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,19.6,1071.0,28.0,44.0,28.0,-100.0,22.0,64.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,17.3,1329.0,89.0,42.0,27.0,-100.0,23.0,68.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,43.5,1903.0,43.0,41.0,33.0,-100.0,31.0,68.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,16.1,1781.0,53.0,40.0,42.0,-100.0,24.0,48.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,20.0,2405.0,42.0,40.0,48.0,-100.0,29.0,79.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,16.5,1520.0,77.0,39.0,35.0,-100.0,23.0,51.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,27.8,2503.0,30.0,38.0,49.0,-100.0,30.0,72.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,88.0,20.0,1668.0,27.0,39.0,46.0,-100.0,25.0,75.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,24.7,1008.0,67.0,39.0,32.0,-100.0,23.0,66.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,20.0,1081.0,34.0,39.0,22.0,-100.0,22.0,61.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,18.0,1091.0,32.0,39.0,13.0,-100.0,22.0,63.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,88.0,19.2,1108.0,32.0,39.0,18.0,-100.0,22.0,62.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,89.0,20.0,1078.0,78.0,38.0,15.0,-100.0,22.0,63.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,89.0,30.2,1398.0,34.0,38.0,32.0,-100.0,28.0,67.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,90.0,33.3,1908.0,65.0,36.0,46.0,-100.0,32.0,72.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,90.0,39.2,2567.0,51.0,36.0,48.0,-100.0,33.0,69.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,90.0,32.9,2349.0,51.0,35.0,45.0,-100.0,31.0,72.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,90.0,16.1,2050.0,25.0,36.0,33.0,-100.0,25.0,51.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,91.0,16.1,1732.0,26.0,36.0,32.0,-100.0,23.0,48.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,91.0,17.3,1252.0,31.0,37.0,6.0,-100.0,22.0,54.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,91.0,31.8,1649.0,52.0,37.0,20.0,-100.0,30.0,71.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,92.0,18.4,1822.0,25.0,37.0,19.0,-100.0,26.0,76.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,93.0,37.3,1696.0,26.0,36.0,32.0,-100.0,31.0,70.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,93.0,27.5,1989.0,47.0,36.0,45.0,-100.0,29.0,75.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,94.0,16.1,2400.0,26.0,36.0,40.0,-100.0,26.0,79.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,94.0,15.7,2350.0,46.0,35.0,51.0,-100.0,26.0,70.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,93.0,27.1,1660.0,26.0,36.0,47.0,-100.0,26.0,72.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,92.0,57.3,1482.0,36.0,35.0,38.0,-100.0,35.0,62.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,91.0,20.8,1332.0,45.0,36.0,20.0,-100.0,24.0,62.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,90.0,36.1,989.0,50.0,36.0,0.0,-100.0,26.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,89.0,31.8,1005.0,49.0,37.0,0.0,-100.0,25.0,55.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,89.0,32.9,1006.0,50.0,38.0,0.0,-100.0,25.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,88.0,32.2,1007.0,32.0,40.0,16.0,-100.0,29.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,88.0,56.1,2241.0,77.0,42.0,38.0,-100.0,35.0,66.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,88.0,17.6,1614.0,26.0,42.0,39.0,-100.0,26.0,74.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,88.0,25.9,1132.0,42.0,41.0,8.0,-100.0,24.0,60.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,31.8,1055.0,48.0,42.0,0.0,-100.0,25.0,53.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,87.0,52.2,1009.0,60.0,43.0,14.0,-100.0,31.0,52.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,40.4,1581.0,40.0,44.0,17.0,-100.0,31.0,67.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,42.4,1392.0,42.0,44.0,20.0,-100.0,29.0,63.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,29.8,1835.0,25.0,46.0,22.0,-100.0,29.0,74.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,85.0,26.3,1146.0,47.0,45.0,0.0,-100.0,24.0,60.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,85.0,50.6,1129.0,41.0,46.0,9.0,-100.0,30.0,64.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,29.4,1102.0,43.0,47.0,3.0,-100.0,25.0,59.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,27.1,1108.0,50.0,48.0,0.0,-100.0,25.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,31.4,1012.0,46.0,48.0,0.0,-100.0,25.0,57.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,31.0,1010.0,46.0,49.0,0.0,-100.0,25.0,55.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,31.4,1003.0,47.0,50.0,0.0,-100.0,25.0,59.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,31.8,1040.0,57.0,51.0,2.0,-100.0,28.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,45.5,891.0,65.0,51.0,0.0,-100.0,25.0,65.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,40.8,1049.0,52.0,53.0,2.0,-100.0,45.0,51.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,32.9,963.0,50.0,54.0,0.0,-100.0,26.0,64.7,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,30.2,1476.0,100.0,53.0,0.0,-100.0,21.0,63.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,85.0,30.2,1476.0,100.0,53.0,0.0,-100.0,28.0,63.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,30.2,1476.0,47.0,39.0,0.0,-100.0,28.0,63.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,86.0,33.3,1094.0,69.0,54.0,7.0,-100.0,29.0,54.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,85.0,37.6,1917.0,99.0,54.0,15.0,-100.0,31.0,70.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,84.0,58.8,2730.0,73.0,52.0,43.0,-100.0,84.0,61.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,83.0,37.3,1923.0,47.0,50.0,47.0,-100.0,31.0,71.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,83.0,16.9,1489.0,41.0,50.0,28.0,-100.0,23.0,71.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,56.5,1708.0,65.0,48.0,47.0,-100.0,34.0,63.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,22.0,1133.0,42.0,48.0,14.0,-100.0,24.0,73.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,29.4,1081.0,68.0,48.0,2.0,-100.0,25.0,60.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,34.9,1345.0,73.0,49.0,24.0,-100.0,28.0,65.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,26.3,1991.0,35.0,48.0,41.0,-100.0,29.0,74.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,23.5,1182.0,38.0,48.0,7.0,-100.0,24.0,65.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,30.6,1009.0,100.0,48.0,3.0,-100.0,24.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,66.3,1357.0,59.0,49.0,22.0,-100.0,37.0,52.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,22.0,1164.0,66.0,48.0,12.0,-100.0,24.0,68.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,32.5,1046.0,59.0,49.0,14.0,-100.0,26.0,58.4,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,25.5,1135.0,44.0,49.0,6.0,-100.0,24.0,66.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,29.8,997.0,45.0,50.0,0.0,-100.0,24.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,31.8,1003.0,46.0,51.0,0.0,-100.0,25.0,59.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,31.0,1004.0,49.0,51.0,0.0,-100.0,25.0,56.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,30.6,992.0,48.0,52.0,0.0,-100.0,25.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,80.0,31.0,1012.0,49.0,53.0,0.0,-100.0,25.0,55.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,31.4,989.0,47.0,54.0,0.0,-100.0,25.0,56.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,34.5,1027.0,48.0,54.0,0.0,-100.0,25.0,54.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,31.4,1006.0,47.0,55.0,0.0,-100.0,25.0,56.5,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,41.6,1174.0,47.0,56.0,3.0,-100.0,27.0,58.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,38.8,1396.0,61.0,57.0,16.0,-100.0,29.0,63.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,26.3,1580.0,38.0,57.0,14.0,-100.0,25.0,71.0,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,36.5,1342.0,32.0,57.0,20.0,-100.0,29.0,65.1,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,29.0,1534.0,43.0,57.0,23.0,-100.0,28.0,71.8,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,17.3,1356.0,49.0,57.0,9.0,-100.0,23.0,72.9,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,24.7,1701.0,36.0,57.0,11.0,-100.0,27.0,73.3,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,82.0,23.5,1157.0,59.0,57.0,13.0,-100.0,24.0,68.2,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,33.7,1048.0,44.0,57.0,10.0,-100.0,26.0,57.6,0,0.0
chevrolet,agile,2011.0,1.4,0.0,car1,81.0,42.0,1041.0,45.0,57.0,4.0,-100.0,28.0,57.6,0,0.0
